eval,gen,hv,igd+,icmop,cv,run
300000.0,3000.0,0.4683000006541826,0.0014999190154726,0.4683000006541826,0.0,1.0
300000.0,3000.0,0.4683245550275918,0.0015589929717264,0.4683245550275918,0.0,2.0
300000.0,3000.0,0.4682219449998958,0.0013678496421688,0.4682219449998958,0.0,3.0
300000.0,3000.0,0.4665016009907223,0.0070285727415133,0.4665016009907223,0.0,4.0
300000.0,3000.0,0.0,,-1.027701993055095,0.027701993055095,5.0
300000.0,3000.0,0.468317701375858,0.0012727018517192,0.468317701375858,0.0,6.0
300000.0,3000.0,0.4284990808500947,0.0390234610226168,0.4284990808500947,0.0,7.0
300000.0,3000.0,0.4682844284496857,0.0011710280586615,0.4682844284496857,0.0,8.0
300000.0,3000.0,0.4682215560013177,0.0014508916661755,0.4682215560013177,0.0,9.0
300000.0,3000.0,0.0,,-1.0522945633000296,0.0522945633000295,10.0
300000.0,3000.0,0.4682655727528924,0.0011272938091309,0.4682655727528924,0.0,11.0
300000.0,3000.0,0.4682804965765144,0.0013994592961907,0.4682804965765144,0.0,12.0
300000.0,3000.0,0.4681379068750236,0.0015175097462098,0.4681379068750236,0.0,13.0
300000.0,3000.0,0.0,,-1.0031094228101602,0.0031094228101602,14.0
300000.0,3000.0,0.4681487302438096,0.001341404097252,0.4681487302438096,0.0,15.0
