eval,gen,hv,igd+,icmop,cv,run
100.0,1.0,0.0,,-1.8809038640718605,0.8809038640718603,1.0
200.0,2.0,0.0,,-1.879443863105896,0.8794438631058956,1.0
300.0,3.0,0.0,,-1.8455455417705544,0.8455455417705544,1.0
400.0,4.0,0.0,,-1.840132346022596,0.840132346022596,1.0
500.0,5.0,0.0,,-1.828162565268826,0.828162565268826,1.0
600.0,6.0,0.0,,-1.7876245781363895,0.7876245781363895,1.0
700.0,7.0,0.0,,-1.7512592856282585,0.7512592856282585,1.0
900.0,9.0,0.0,,-1.7438455549442808,0.7438455549442808,1.0
1000.0,10.0,0.0,,-1.695258837196691,0.695258837196691,1.0
1100.0,11.0,0.0,,-1.678103843845706,0.6781038438457059,1.0
1200.0,12.0,0.0,,-1.6586265329413634,0.6586265329413634,1.0
1300.0,13.0,0.0,,-1.656091965573288,0.656091965573288,1.0
1400.0,14.0,0.0,,-1.617479864576724,0.6174798645767239,1.0
1500.0,15.0,0.0,,-1.616394957661769,0.6163949576617691,1.0
1600.0,16.0,0.0,,-1.5595792641227828,0.5595792641227828,1.0
1800.0,18.0,0.0,,-1.5349558555709846,0.5349558555709846,1.0
2100.0,21.0,0.0,,-1.5113797240519964,0.5113797240519964,1.0
2200.0,22.0,0.0,,-1.498567635273399,0.498567635273399,1.0
2300.0,23.0,0.0,,-1.4568897367508256,0.4568897367508255,1.0
2400.0,24.0,0.0,,-1.4565920910521464,0.4565920910521464,1.0
2500.0,25.0,0.0,,-1.434175902018682,0.4341759020186819,1.0
2600.0,26.0,0.0,,-1.4022662057514788,0.4022662057514787,1.0
2800.0,28.0,0.0,,-1.3819974482945203,0.3819974482945203,1.0
3100.0,31.0,0.0,,-1.358306565128312,0.3583065651283119,1.0
3200.0,32.0,0.0,,-1.336200518181735,0.3362005181817347,1.0
3300.0,33.0,0.0,,-1.3325017134164063,0.3325017134164063,1.0
3400.0,34.0,0.0,,-1.3201475039717736,0.3201475039717736,1.0
3500.0,35.0,0.0,,-1.3088343647309966,0.3088343647309965,1.0
3700.0,37.0,0.0,,-1.2738885204894397,0.2738885204894397,1.0
3800.0,38.0,0.0,,-1.2720904942500644,0.2720904942500644,1.0
3900.0,39.0,0.0,,-1.26679714045114,0.26679714045114,1.0
4000.0,40.0,0.0,,-1.2515825718766609,0.2515825718766609,1.0
4100.0,41.0,0.0,,-1.239120689465856,0.2391206894658559,1.0
4200.0,42.0,0.0,,-1.2176322066587637,0.2176322066587634,1.0
4300.0,43.0,0.0,,-1.2021432019125662,0.2021432019125661,1.0
4400.0,44.0,0.0,,-1.2001742342651742,0.2001742342651742,1.0
4700.0,47.0,0.0,,-1.193863670616633,0.193863670616633,1.0
4800.0,48.0,0.0,,-1.1878282135375182,0.1878282135375182,1.0
4900.0,49.0,0.0,,-1.1757846872947868,0.1757846872947868,1.0
5000.0,50.0,0.0,,-1.1725948836785791,0.1725948836785793,1.0
5100.0,51.0,0.0,,-1.1632006713539005,0.1632006713539004,1.0
5400.0,54.0,0.0,,-1.1521811575777816,0.1521811575777816,1.0
5700.0,57.0,0.0,,-1.1520732999136938,0.1520732999136937,1.0
5800.0,58.0,0.0,,-1.1514724329724615,0.1514724329724615,1.0
5900.0,59.0,0.0,,-1.143745112863538,0.1437451128635378,1.0
6000.0,60.0,0.0,,-1.1400007326399677,0.1400007326399674,1.0
6100.0,61.0,0.0,,-1.1383984294036955,0.1383984294036957,1.0
6300.0,63.0,0.0,,-1.1383778167402174,0.1383778167402174,1.0
6400.0,64.0,0.0,,-1.1383721044347246,0.1383721044347245,1.0
7100.0,71.0,0.0,,-1.1318290552302832,0.1318290552302832,1.0
7900.0,79.0,0.0,,-1.131634219703668,0.1316342197036679,1.0
8100.0,81.0,0.0,,-1.1283296351530174,0.1283296351530174,1.0
8200.0,82.0,0.0,,-1.1265810888013148,0.1265810888013148,1.0
8300.0,83.0,0.0,,-1.126121210021791,0.126121210021791,1.0
8800.0,88.0,0.0,,-1.1261095513216648,0.1261095513216648,1.0
8900.0,89.0,0.0,,-1.126078504982479,0.126078504982479,1.0
9100.0,91.0,0.0,,-1.1260723405002244,0.1260723405002244,1.0
9300.0,93.0,0.0,,-1.1255778111750812,0.1255778111750811,1.0
9500.0,95.0,0.0,,-1.1250787734923955,0.1250787734923957,1.0
9600.0,96.0,0.0,,-1.12464752158995,0.1246475215899498,1.0
9700.0,97.0,0.0,,-1.1244373244996615,0.1244373244996617,1.0
9800.0,98.0,0.0,,-1.124414007686958,0.1244140076869579,1.0
10000.0,100.0,0.0,,-1.124324684450398,0.124324684450398,1.0
10500.0,105.0,0.0,,-1.1238150614218805,0.1238150614218802,1.0
10600.0,106.0,0.0,,-1.12373666776132,0.12373666776132,1.0
10800.0,108.0,0.0,,-1.1235792138464022,0.1235792138464022,1.0
11200.0,112.0,0.0,,-1.1235434809236582,0.1235434809236581,1.0
12300.0,123.0,0.0,,-1.1230466830260304,0.1230466830260303,1.0
12600.0,126.0,0.0,,-1.1230186823838173,0.1230186823838173,1.0
12900.0,129.0,0.0,,-1.122920522701964,0.122920522701964,1.0
13100.0,131.0,0.0,,-1.1228425115474607,0.1228425115474607,1.0
13300.0,133.0,0.0,,-1.1227351442950304,0.1227351442950304,1.0
13800.0,138.0,0.0,,-1.1225732856947617,0.1225732856947616,1.0
14000.0,140.0,0.0,,-1.1224826245095982,0.1224826245095982,1.0
14100.0,141.0,0.0,,-1.1220549216722988,0.1220549216722988,1.0
14400.0,144.0,0.0,,-1.1219912497647355,0.1219912497647355,1.0
14500.0,145.0,0.0,,-1.1214775236281402,0.1214775236281402,1.0
14600.0,146.0,0.0,,-1.1214145164204383,0.1214145164204385,1.0
15000.0,150.0,0.0,,-1.1213512791498306,0.1213512791498305,1.0
15700.0,157.0,0.0,,-1.0955690449047677,0.0955690449047677,1.0
16200.0,162.0,0.0,,-1.0908794008203748,0.0908794008203748,1.0
16300.0,163.0,0.0,,-1.0873670529327273,0.0873670529327272,1.0
16500.0,165.0,0.0,,-1.087136185066162,0.087136185066162,1.0
16600.0,166.0,0.0,,-1.0869003557591348,0.0869003557591348,1.0
16900.0,169.0,0.0,,-1.0865114649032697,0.0865114649032696,1.0
17500.0,175.0,0.0,,-1.0862922273047009,0.0862922273047008,1.0
18500.0,185.0,0.0,,-1.0860561955720829,0.0860561955720826,1.0
18600.0,186.0,0.0,,-1.086002695318521,0.0860026953185206,1.0
18700.0,187.0,0.0,,-1.0859716352504003,0.0859716352504003,1.0
19300.0,193.0,0.0,,-1.0857725197187114,0.0857725197187113,1.0
21500.0,215.0,0.0,,-1.0857125952889548,0.0857125952889548,1.0
21600.0,216.0,0.0,,-1.0857064254914268,0.0857064254914268,1.0
23400.0,234.0,0.0,,-1.0856464896194262,0.0856464896194262,1.0
24100.0,241.0,0.0,,-1.085553217191745,0.085553217191745,1.0
28200.0,282.0,0.0,,-1.0853210377515754,0.0853210377515754,1.0
30700.0,307.0,0.0,,-1.0852753630198912,0.0852753630198912,1.0
31000.0,310.0,0.0,,-1.0852571744071493,0.0852571744071493,1.0
31400.0,314.0,0.0,,-1.0852001890899088,0.0852001890899087,1.0
32300.0,323.0,0.0,,-1.0851931236575711,0.0851931236575711,1.0
33400.0,334.0,0.0,,-1.0851699906973458,0.0851699906973457,1.0
34900.0,349.0,0.0,,-1.0851224788559162,0.0851224788559161,1.0
35100.0,351.0,0.0,,-1.0851112869569055,0.0851112869569055,1.0
37500.0,375.0,0.0,,-1.0850782268862391,0.0850782268862391,1.0
37800.0,378.0,0.0,,-1.0850739210344558,0.0850739210344557,1.0
40600.0,406.0,0.0,,-1.0850372080072652,0.0850372080072652,1.0
41100.0,411.0,0.0,,-1.0850331966766904,0.0850331966766904,1.0
44200.0,442.0,0.0,,-1.0850165246931118,0.0850165246931118,1.0
49800.0,498.0,0.0,,-1.08501364505305,0.0850136450530498,1.0
49900.0,499.0,0.0,,-1.0850130379065468,0.0850130379065468,1.0
55900.0,559.0,0.0,,-1.0850077107935368,0.0850077107935367,1.0
62100.0,621.0,0.0,,-1.0849997743844793,0.0849997743844792,1.0
62200.0,622.0,0.0,,-1.0849994400910246,0.0849994400910245,1.0
62300.0,623.0,0.0,,-1.0849976746779706,0.0849976746779705,1.0
71200.0,712.0,0.0,,-1.0745385965367158,0.0745385965367158,1.0
71600.0,716.0,0.0,,-1.0717143113987295,0.0717143113987297,1.0
71700.0,717.0,0.0,,-1.0666119602151674,0.0666119602151673,1.0
71900.0,719.0,0.0,,-1.05869349504178,0.0586934950417799,1.0
72100.0,721.0,0.0,,-1.053198747684179,0.053198747684179,1.0
72300.0,723.0,0.0,,-1.053062076145269,0.0530620761452689,1.0
74300.0,743.0,0.0,,-1.052918633964431,0.0529186339644309,1.0
74400.0,744.0,0.0,,-1.0516722202930846,0.0516722202930846,1.0
74700.0,747.0,0.0,,-1.0516434825471974,0.0516434825471974,1.0
75200.0,752.0,0.0,,-1.0514421684337247,0.0514421684337247,1.0
75400.0,754.0,0.0,,-1.0514418919048116,0.0514418919048116,1.0
76000.0,760.0,0.0,,-1.0514416729593157,0.0514416729593154,1.0
76400.0,764.0,0.0,,-1.0514408592677664,0.0514408592677664,1.0
76600.0,766.0,0.0,,-1.0514408111111646,0.0514408111111646,1.0
89700.0,897.0,0.0,,-1.0513900459596195,0.0513900459596197,1.0
100800.0,1008.0,0.0,,-1.0465411401500089,0.0465411401500088,1.0
100900.0,1009.0,0.0,,-1.0382845486645411,0.0382845486645413,1.0
101000.0,1010.0,0.0,,-1.0362190570421757,0.0362190570421756,1.0
101100.0,1011.0,0.0,,-1.0307877847304734,0.0307877847304733,1.0
101200.0,1012.0,0.0,,-1.030787618098784,0.030787618098784,1.0
101500.0,1015.0,0.0,,-1.0172794924566324,0.0172794924566324,1.0
102200.0,1022.0,0.0,,-1.0163993863697836,0.0163993863697835,1.0
102700.0,1027.0,0.0,,-1.016155685373767,0.0161556853737669,1.0
102800.0,1028.0,0.0,,-1.0161536845285095,0.0161536845285095,1.0
102900.0,1029.0,0.0,,-1.0161528756834832,0.0161528756834832,1.0
103600.0,1036.0,0.0,,-1.0159839559172374,0.0159839559172374,1.0
106100.0,1061.0,0.0,,-1.015902723940614,0.0159027239406139,1.0
106400.0,1064.0,0.0,,-1.0157809192569114,0.0157809192569113,1.0
115700.0,1157.0,0.0,,-1.015766672561332,0.0157666725613321,1.0
130100.0,1301.0,0.0,,-1.0157638824750137,0.0157638824750134,1.0
131500.0,1315.0,0.0,,-1.0157627555881374,0.0157627555881374,1.0
141300.0,1413.0,0.0,,-1.0157584278989562,0.0157584278989562,1.0
160900.0,1609.0,0.0,,-1.015740891216557,0.015740891216557,1.0
171600.0,1716.0,0.0,,-1.015737853187245,0.0157378531872449,1.0
177900.0,1779.0,0.0,,-1.015735932872294,0.0157359328722941,1.0
179500.0,1795.0,0.0,,-1.0157358050993597,0.0157358050993596,1.0
186100.0,1861.0,0.0,,-1.0157292646890652,0.0157292646890652,1.0
208100.0,2081.0,0.0,,-1.0157267343766103,0.0157267343766103,1.0
208200.0,2082.0,0.0,,-1.0157267250147526,0.0157267250147525,1.0
225200.0,2252.0,0.0,,-1.0157259352811725,0.0157259352811722,1.0
239100.0,2391.0,0.0,,-1.0157215960247556,0.0157215960247556,1.0
254700.0,2547.0,0.0,,-1.0157214022905432,0.0157214022905431,1.0
