eval,gen,hv,igd+,icmop,cv,run
70000.0,700.0,0.2164936459734495,0.2484106953184927,0.2164936459734495,0.0,1.0
70000.0,700.0,0.0433425188128422,0.5778391773451726,0.0433425188128422,0.0,2.0
70000.0,700.0,0.02751990206645,0.6325911776748474,0.02751990206645,0.0,3.0
70000.0,700.0,0.167116241392396,0.3285008050427677,0.167116241392396,0.0,4.0
70000.0,700.0,0.1596612621199198,0.3347366592963355,0.1596612621199198,0.0,5.0
70000.0,700.0,0.1857526426591107,0.2589365044238862,0.1857526426591107,0.0,6.0
70000.0,700.0,0.1949147976445287,0.3070039617768129,0.1949147976445287,0.0,7.0
70000.0,700.0,0.1717981437225067,0.3238905827832972,0.1717981437225067,0.0,8.0
70000.0,700.0,0.2183920934465847,0.2487347910482466,0.2183920934465847,0.0,9.0
70000.0,700.0,0.0222284518588296,0.655919874427099,0.0222284518588296,0.0,10.0
70000.0,700.0,0.0344634043781101,0.6091263389718251,0.0344634043781101,0.0,11.0
70000.0,700.0,0.0571024016872151,0.5416269694296006,0.0571024016872151,0.0,12.0
70000.0,700.0,0.0729122679488806,0.5146124998900486,0.0729122679488806,0.0,13.0
70000.0,700.0,0.0896519905945326,0.4986534685054585,0.0896519905945326,0.0,14.0
70000.0,700.0,0.1872882187647479,0.3005268901110444,0.1872882187647479,0.0,15.0
