eval,gen,hv,igd+,icmop,cv,run
100.0,1.0,0.0,,-1.9453390955399608,0.9453390955399608,1.0
300.0,3.0,0.0,,-1.9417863418471104,0.9417863418471106,1.0
500.0,5.0,0.0,,-1.9404462622097192,0.9404462622097192,1.0
700.0,7.0,0.0,,-1.939155629320208,0.939155629320208,1.0
900.0,9.0,0.0,,-1.935839041709975,0.9358390417099748,1.0
1100.0,11.0,0.0,,-1.928152452917272,0.928152452917272,1.0
1300.0,13.0,0.0,,-1.9197460075790131,0.9197460075790134,1.0
2900.0,29.0,0.0,,-1.9188149696930017,0.9188149696930016,1.0
3100.0,31.0,0.0,,-1.9069909450889817,0.9069909450889816,1.0
3300.0,33.0,0.0,,-1.9053710534658224,0.9053710534658226,1.0
3500.0,35.0,0.0,,-1.9037744398445569,0.9037744398445566,1.0
3700.0,37.0,0.0,,-1.901397942871688,0.901397942871688,1.0
3900.0,39.0,0.0,,-1.892426085308225,0.8924260853082253,1.0
4100.0,41.0,0.0,,-1.881873807029944,0.8818738070299439,1.0
7800.0,78.0,0.0,,-1.8050764590927093,0.8050764590927093,1.0
8000.0,80.0,0.0,,-1.8003953990889432,0.8003953990889432,1.0
8200.0,82.0,0.0,,-1.7961610053319723,0.7961610053319725,1.0
8800.0,88.0,0.0,,-1.7918535579695634,0.7918535579695634,1.0
9400.0,94.0,0.0,,-1.7903740014836511,0.7903740014836513,1.0
11200.0,112.0,0.0,,-1.7878441174224795,0.7878441174224795,1.0
11600.0,116.0,0.0,,-1.7854576494052548,0.7854576494052548,1.0
12000.0,120.0,0.0,,-1.753374218507821,0.7533742185078209,1.0
17200.0,172.0,0.0,,-1.7416216489887024,0.7416216489887024,1.0
19800.0,198.0,0.0,,-1.7318768052812392,0.7318768052812392,1.0
20400.0,204.0,0.0,,-1.7175948536274388,0.7175948536274388,1.0
21200.0,212.0,0.0,,-1.7168660957458162,0.7168660957458162,1.0
23600.0,236.0,0.0,,-1.7120684157964403,0.7120684157964405,1.0
23900.0,239.0,0.0,,-1.7102985742943546,0.7102985742943546,1.0
24300.0,243.0,0.0,,-1.7045636769407349,0.7045636769407349,1.0
24400.0,244.0,0.0,,-1.6932767109543143,0.6932767109543145,1.0
27700.0,277.0,0.0,,-1.6790418691117472,0.6790418691117472,1.0
29000.0,290.0,0.0,,-1.6741831994685843,0.6741831994685845,1.0
29200.0,292.0,0.0,,-1.6556469373391605,0.6556469373391605,1.0
35800.0,358.0,0.0,,-1.6553912735920446,0.6553912735920446,1.0
38300.0,383.0,0.0,,-1.647861680235351,0.647861680235351,1.0
39300.0,393.0,0.0,,-1.640224492581882,0.6402244925818819,1.0
39700.0,397.0,0.0,,-1.6393573703427693,0.6393573703427693,1.0
42300.0,423.0,0.0,,-1.6371546560369326,0.6371546560369326,1.0
42900.0,429.0,0.0,,-1.6324301105783317,0.6324301105783317,1.0
45100.0,451.0,0.0,,-1.632366654799161,0.6323666547991613,1.0
45500.0,455.0,0.0,,-1.6320675464805805,0.6320675464805805,1.0
46100.0,461.0,0.0,,-1.6288083262401991,0.6288083262401993,1.0
46700.0,467.0,0.0,,-1.627469794978867,0.627469794978867,1.0
46900.0,469.0,0.0,,-1.6246317329518996,0.6246317329518996,1.0
47100.0,471.0,0.0,,-1.618953007594917,0.618953007594917,1.0
47900.0,479.0,0.0,,-1.6171654561539546,0.6171654561539546,1.0
54900.0,549.0,0.0,,-1.6118921525361984,0.6118921525361984,1.0
56900.0,569.0,0.0,,-1.6110237236154883,0.6110237236154883,1.0
59500.0,595.0,0.0,,-1.6092258773937005,0.6092258773937003,1.0
60300.0,603.0,0.0,,-1.608299198756415,0.608299198756415,1.0
61900.0,619.0,0.0,,-1.6048633933535057,0.6048633933535057,1.0
62300.0,623.0,0.0,,-1.6047713738138316,0.6047713738138316,1.0
64900.0,649.0,0.0,,-1.604555387168062,0.604555387168062,1.0
65500.0,655.0,0.0,,-1.6044408531173755,0.6044408531173757,1.0
65700.0,657.0,0.0,,-1.6042471511729044,0.6042471511729044,1.0
66300.0,663.0,0.0,,-1.6041944325606408,0.6041944325606408,1.0
67100.0,671.0,0.0,,-1.604175027500891,0.604175027500891,1.0
67300.0,673.0,0.0,,-1.6035578111600295,0.6035578111600295,1.0
67900.0,679.0,0.0,,-1.6035115733820269,0.6035115733820269,1.0
70500.0,705.0,0.0,,-1.6035064704723454,0.6035064704723454,1.0
73300.0,733.0,0.0,,-1.603498634335929,0.603498634335929,1.0
79700.0,797.0,0.0,,-1.603481733493675,0.6034817334936751,1.0
79900.0,799.0,0.0,,-1.6034677206218746,0.6034677206218746,1.0
80700.0,807.0,0.0,,-1.6034666210642303,0.6034666210642303,1.0
81700.0,817.0,0.0,,-1.6034445324036766,0.6034445324036766,1.0
83500.0,835.0,0.0,,-1.6034352417191895,0.6034352417191897,1.0
84100.0,841.0,0.0,,-1.60342979677165,0.60342979677165,1.0
84900.0,849.0,0.0,,-1.603420786154134,0.6034207861541339,1.0
87300.0,873.0,0.0,,-1.6034153530416329,0.6034153530416329,1.0
89300.0,893.0,0.0,,-1.603414796640318,0.603414796640318,1.0
89700.0,897.0,0.0,,-1.603410173050566,0.6034101730505659,1.0
92500.0,925.0,0.0,,-1.6034093042892017,0.6034093042892015,1.0
92900.0,929.0,0.0,,-1.6034084294979905,0.6034084294979905,1.0
93100.0,931.0,0.0,,-1.6033978271223397,0.6033978271223397,1.0
93300.0,933.0,0.0,,-1.6033975510116911,0.6033975510116911,1.0
93500.0,935.0,0.0,,-1.6033904514670625,0.6033904514670625,1.0
93900.0,939.0,0.0,,-1.603386077338024,0.603386077338024,1.0
94700.0,947.0,0.0,,-1.603378494459295,0.603378494459295,1.0
96300.0,963.0,0.0,,-1.6033734056367788,0.6033734056367788,1.0
96500.0,965.0,0.0,,-1.6033623847388498,0.6033623847388498,1.0
97300.0,973.0,0.0,,-1.6033567668504092,0.6033567668504092,1.0
97500.0,975.0,0.0,,-1.6033560845963812,0.6033560845963812,1.0
97700.0,977.0,0.0,,-1.6033447104398717,0.6033447104398717,1.0
98100.0,981.0,0.0,,-1.6033361063751017,0.6033361063751015,1.0
100900.0,1009.0,0.0,,-1.6033219014025444,0.6033219014025444,1.0
103700.0,1037.0,0.0,,-1.6033211065797166,0.6033211065797166,1.0
105300.0,1053.0,0.0,,-1.6033163795675631,0.6033163795675631,1.0
105700.0,1057.0,0.0,,-1.6033046370044597,0.6033046370044595,1.0
106100.0,1061.0,0.0,,-1.603296246562063,0.603296246562063,1.0
106300.0,1063.0,0.0,,-1.603281882801514,0.6032818828015141,1.0
106900.0,1069.0,0.0,,-1.6032803485766274,0.6032803485766274,1.0
108300.0,1083.0,0.0,,-1.6032693112182672,0.6032693112182672,1.0
108900.0,1089.0,0.0,,-1.6032665275401825,0.6032665275401823,1.0
109300.0,1093.0,0.0,,-1.60326321989264,0.60326321989264,1.0
109700.0,1097.0,0.0,,-1.6032609854317958,0.6032609854317958,1.0
109900.0,1099.0,0.0,,-1.6032583115055776,0.6032583115055776,1.0
110300.0,1103.0,0.0,,-1.603256536081158,0.6032565360811581,1.0
110700.0,1107.0,0.0,,-1.603255016532486,0.6032550165324861,1.0
110900.0,1109.0,0.0,,-1.6032525193169689,0.6032525193169689,1.0
111300.0,1113.0,0.0,,-1.6032493837361392,0.6032493837361392,1.0
111900.0,1119.0,0.0,,-1.6032438849628048,0.6032438849628048,1.0
112100.0,1121.0,0.0,,-1.6032434582240105,0.6032434582240103,1.0
112500.0,1125.0,0.0,,-1.6032405577542654,0.6032405577542654,1.0
112700.0,1127.0,0.0,,-1.6032238607219085,0.6032238607219083,1.0
113500.0,1135.0,0.0,,-1.603222847542019,0.6032228475420189,1.0
113700.0,1137.0,0.0,,-1.6032107012148549,0.6032107012148549,1.0
114100.0,1141.0,0.0,,-1.6032012575423915,0.6032012575423917,1.0
114500.0,1145.0,0.0,,-1.6032000981210357,0.6032000981210357,1.0
115300.0,1153.0,0.0,,-1.6031955584210469,0.6031955584210467,1.0
116300.0,1163.0,0.0,,-1.603194255183499,0.603194255183499,1.0
116700.0,1167.0,0.0,,-1.6031930940345385,0.6031930940345385,1.0
117900.0,1179.0,0.0,,-1.6031929663737885,0.6031929663737885,1.0
122300.0,1223.0,0.0,,-1.6031883617367837,0.6031883617367835,1.0
122700.0,1227.0,0.0,,-1.6031860661446684,0.6031860661446684,1.0
124300.0,1243.0,0.0,,-1.6031838418947846,0.6031838418947846,1.0
125100.0,1251.0,0.0,,-1.6031838084860992,0.6031838084860992,1.0
127700.0,1277.0,0.0,,-1.6031837825613406,0.6031837825613406,1.0
128100.0,1281.0,0.0,,-1.6031833945797165,0.6031833945797165,1.0
128500.0,1285.0,0.0,,-1.6031806416925742,0.6031806416925742,1.0
128700.0,1287.0,0.0,,-1.6031776061569576,0.6031776061569576,1.0
129100.0,1291.0,0.0,,-1.6031773998514076,0.6031773998514076,1.0
129300.0,1293.0,0.0,,-1.603174877270423,0.6031748772704231,1.0
132100.0,1321.0,0.0,,-1.6031745386039935,0.6031745386039935,1.0
134900.0,1349.0,0.0,,-1.6031733724039603,0.6031733724039605,1.0
135300.0,1353.0,0.0,,-1.6031725614868095,0.6031725614868095,1.0
135700.0,1357.0,0.0,,-1.6031705594245191,0.6031705594245191,1.0
136100.0,1361.0,0.0,,-1.603169560314769,0.6031695603147691,1.0
136500.0,1365.0,0.0,,-1.6031692350221023,0.6031692350221023,1.0
140100.0,1401.0,0.0,,-1.603168619280923,0.6031686192809229,1.0
141300.0,1413.0,0.0,,-1.6031684062197498,0.6031684062197498,1.0
100.0,1.0,0.0,,-1.983759168363886,0.983759168363886,2.0
