eval,gen,hv,igd+,icmop,cv,run
300000.0,3000.0,0.0,,-1.3260523125791597,0.3260523125791597,1.0
300000.0,3000.0,0.0,,-1.3213875859648505,0.3213875859648505,1.0
300000.0,3000.0,0.0,,-1.298235346197167,0.2982353461971669,2.0
300000.0,3000.0,0.0,,-1.2121730352114053,0.2121730352114053,3.0
300000.0,3000.0,0.0,,-1.1999064100263466,0.1999064100263465,4.0
300000.0,3000.0,0.0,,-1.259983984167372,0.2599839841673719,5.0
300000.0,3000.0,0.0,,-1.304492366270016,0.3044923662700158,6.0
300000.0,3000.0,0.0,,-1.2266587612710091,0.2266587612710091,6.0
300000.0,3000.0,0.0,,-1.3105886471713348,0.3105886471713348,7.0
300000.0,3000.0,0.0,,-1.2861253205334746,0.2861253205334746,7.0
300000.0,3000.0,0.0,,-1.19989217018991,0.1998921701899101,8.0
300000.0,3000.0,0.0,,-1.3237444620460048,0.3237444620460048,9.0
300000.0,3000.0,0.0,,-1.2982240887672878,0.2982240887672878,9.0
300000.0,3000.0,0.0,,-1.2912068073830416,0.2912068073830416,10.0
300000.0,3000.0,0.0,,-1.224494610028839,0.2244946100288389,11.0
300000.0,3000.0,0.0,,-1.2736292891521022,0.2736292891521021,12.0
300000.0,3000.0,0.0,,-1.263492174296107,0.2634921742961069,12.0
300000.0,3000.0,0.0,,-1.3351426076976174,0.3351426076976174,13.0
300000.0,3000.0,0.0,,-1.2738393113889208,0.2738393113889208,14.0
300000.0,3000.0,0.0,,-1.3009815106188258,0.3009815106188258,15.0
300000.0,3000.0,0.0,,-1.2492568774053754,0.2492568774053754,15.0
